-2,-3.5,89.9999999955177,18,-3.5,10,5.445
-1.9000061254811,-3.49999953202145,89.999984754254,18.0999935494936,-3.5,9.99876386873514,3.615
-1.80002493262135,-3.49999663389021,89.9998903779262,18.1999733538853,-3.5,9.9974647317006,3.249
-1.70005694255734,-3.49999011939135,89.9996783296531,18.2999383989567,-3.5,9.99613194843734,3.58714285714286
-1.60010232064147,-3.49997921996858,89.9993238849568,18.3998883948285,-3.5,9.99479131256689,3.795
-1.50016112094395,-3.49996331055178,89.9988073448742,18.4998232670179,-3.5,9.99344979580949,4.06227272727273
-1.40023331092228,-3.49994174419237,89.9981087935328,18.5997430834871,-3.5,9.99211350838434,4.27153846153846
-1.30031884130415,-3.49991343463854,89.9971946407775,18.6996479583564,-3.5,9.99078197703863,4.494
-1.20041766756783,-3.49987734252232,89.9960335981956,18.7995380712581,-3.5,9.98945476573016,4.66941176470588
-1.10052974951747,-3.49983260849895,89.9946011616843,18.8994136034093,-3.5,9.98813147761975,4.85763157894737
-1.00065505090685,-3.49977844204983,89.992876129949,18.9992747188663,-3.5,9.98681175843431,4.91447368421053
-0.900793539116803,-3.49971398124629,89.990836162245,19.0991215661574,-3.5,9.98549528598429,5.11578947368421
-0.800945184832229,-3.49963847253706,89.9884637424492,19.1989542797602,-3.5,9.98418176076313,5.33131578947368
-0.701109961751104,-3.49955127188439,89.9857463044182,19.298772981439,-3.5,9.98287090931092,5.54921052631579
-0.601287846323454,-3.4994518081671,89.9826751022896,19.3985777814537,-3.5,9.98156248872798,5.76947368421053
-0.501478817544784,-3.49933947169976,89.97924161223,19.4983687796551,-3.5,9.98025627754067,5.89973684210526
-0.401682856705213,-3.49921374573732,89.9754418196367,19.5981460664748,-3.5,9.97895206462134,6.03
-0.30189994716332,-3.49907422238957,89.9712767134017,19.6979097238219,-3.5,9.97764965974746,6.16026315789474
-0.202130074149342,-3.49892052713095,89.9667497729671,19.7976598258936,-3.5,9.97634890562992,6.28342105263158
-0.102373224575742,-3.49875223051627,89.9618640093676,19.897396439909,-3.5,9.97504966747833,6.37105263157895
-0.0026293867653997,-3.49856894737748,89.9566250883323,19.9971196267731,-3.5,9.97375182212446,6.45868421052632
0.0971014497781937,-3.49837036046221,89.9510419725146,20.0968294416774,-3.5,9.97245526368186,6.53921052631579
0.196819294550478,-3.49815619971561,89.9451261007998,20.1965259346441,-3.5,9.97115991008903,6.61736842105263
0.296524156137485,-3.49792616656604,89.9388887604609,20.296209151017,-3.5,9.96986569453319,6.6671052631579
